Date,User,Tweet,sentiment
2023-03-07 21:13:26+00:00,andyhodder,grahampott get year contract extens chebvb championsleagu chelseafc,negative
2023-03-07 21:05:35+00:00,atifhussain4911,see chelsea uefa championship night tonight cfc chebor london blue potter grahampott toddbohley dortmund uefa chedor,positive
2023-03-07 20:53:48+00:00,basamta,cele man keep clap oh grahampott,negative
2023-03-07 20:39:32+00:00,muunna_dikshit,chebvb believ chelseafc still win match somehow manag sack grahampott ht listen thank suck life us kant chilwel havertz,negative
2023-03-07 19:53:23+00:00,daniwalkergh,never seen handsom mathemat teacher look like quadrat equat ashaiman chelsea trend grahampott,positive
2023-03-07 19:32:54+00:00,ShoSport,player like mudryk loftu cheek zakaria chukwumeka score amp match winner obsess play havertz upfront better pay tonight otherwis cost grahampott job amp deservedli ucl chebvb championsleagu,positive
2023-03-07 18:47:00+00:00,90minutesonline,nd leg last tonight english manag need good result grahampott host form whilst scott parker travel crunchtim ucl tuesdayvib,positive
2023-03-07 15:18:44+00:00,theutdsource1,person realli excit chelsea batter dortmund tonight potter chelseadortmund mufc grahampott,positive
2023-03-07 13:58:13+00:00,flimzy4u,one thing potter know pick start lineup live seen ridicul select guy pick dortmund today grahampott chelsea potterout cfc chelseadortmund,negative
2023-03-07 13:16:40+00:00,newstweetnaija,chelsea vs leed grahampott given updat thiagosilva edouardmendi n golokant masonmount reecejam amp c,negative
2023-03-07 10:35:53+00:00,ShoSport,surpris havent score goal sinc th decemb grahampott never start auba fofana consist desper need auba start dortmund tonight almost certaintli see havertz need other given chanc chedor chelsea cfc,negative
2023-03-07 09:42:46+00:00,Man_like_lapa,even bwinner gambibet made chelsea favorit win tonight let trust process let trust grahampott,negative
2023-03-06 15:02:17+00:00,RyanJackMum,oooh grahampott news confer right,positive
2023-03-06 07:38:14+00:00,platinumsportng,ruben loftu cheek say chelsea player want win dortmund graham potter platinumsportsng cfc grahampott championsleagu,positive
2023-03-06 07:01:48+00:00,platinumsportng,graham potter format back thought nice balanc us better term attack certainli first half someth us improv platinumsportsng cfc grahampott,positive
2023-03-05 10:14:36+00:00,OkybayTimmy,grahampott need step hold bull horn focal direct player psycholog wake symbot,negative
2023-03-04 20:22:44+00:00,AngieChels69,break chelseafc win game grahampott chuf st win cfc blue,negative
2023-03-04 19:27:43+00:00,Lush46587,break chelseafc win game grahampott happi st win,positive
2023-03-04 18:41:40+00:00,97rustyy,yr grahampott,negative
2023-03-04 17:19:23+00:00,TheBigCFC,mom today premierleagu chele grahampott chelseafc chelseatrain sportsnew januarytransferwindow premierleagu transfernew toddboehli chelseafan thebigcfc,negative
2023-03-04 17:17:35+00:00,TheBigCFC,great round perform much need win goal wesley fofana premierleagu chele grahampott chelseafc chelseatrain sportsnew januarytransferwindow premierleagu transfernew toddboehli chelseafan thebigcfc,positive
2023-03-04 17:06:29+00:00,Thakur_h_r,congratul wesley fofana win chelsea goal month march chelseafc premierleagu grahampott,positive
2023-03-04 16:55:03+00:00,calebpfan,grahampott live coach anoth day seem even though bare made win,negative
2023-03-04 16:52:49+00:00,geeboy007,man abl secur job grahampott,negative
2023-03-04 16:51:12+00:00,stephenbyrne,brighton offici score goal game season season graham potter notic trend chelsea grahampott,positive
2023-03-04 16:32:44+00:00,Zeadwing,graham potter absolut best snatch defeat jaw victori chang mind boggl chelseafc chele grahampott,positive
2023-03-04 15:52:39+00:00,TheBigCFC,decent st half system suit us way better need goal win come chelsea premierleagu chele grahampott chelseafc chelseatrain sportsnew januarytransferwindow premierleagu transfernew toddboehli chelseafan thebigcfc,negative
2023-03-04 15:40:52+00:00,HarryM1234321,dont get wrong like potter need address issu form brighton may team rather brighton chelseafc grahampott,negative
2023-03-04 15:23:23+00:00,FCS_FC1,chelsea grahampott may honestli unluckiest footbal team,neutral
2023-03-04 14:58:04+00:00,Artkeem_A,oya oo fan let gather chelsea vs leed predict make go chop cane like season thank grahampott predict chelsea leed,positive
2023-03-04 14:35:07+00:00,Shan_6183,think grahampott alreadi sack till wonder still helm manag chelsea spent money lose let see win tonight,negative
2023-03-04 14:03:49+00:00,MuseLuver86,consist biggest issu rememb day start xi kept think sympathi yaknow grahampott cfc,negative
2023-03-04 13:36:46+00:00,MuseLuver86,grahampott yet anoth exampl win shut peopl manag hot seat victim circumst result name manag leav good post go question one reason agre deal w satan cfc,positive
2023-03-04 10:46:21+00:00,VGag77,grahampott today vs leedsunit let entertain chelseafan chelseafc,positive
2023-03-04 10:07:05+00:00,ShoSport,dont want us lose time grahampott get us win stuck forese futur mean clear tactic improv game plan amp top player leav summer chele cfc chelsea chelseafc potterout,negative
2023-03-04 05:44:51+00:00,CFC_kumar,tonight surpris get red card first half score goal lose point gave everyth chelseafc grahampott potterbal,negative
2023-03-04 00:24:21+00:00,AngieChels69,grahampott get sack chelseafc vs lufcunit tomorrow che grahampotterout premierleagu cfc blue,positive
2023-03-03 23:40:04+00:00,Scout_Button,grahampott get sack chelseafc vs leedsunit tomorrow che grahampotterout premierleagu,positive
2023-03-03 22:41:10+00:00,afuwape99,think chelsea see potter workinprogress grahampott chelsea footbal,neutral
2023-03-03 21:28:14+00:00,IamRanveerRai,one funni fact player point tabl total squad total point cfc premierleagu grahampott chelseafc chele,positive
2023-03-03 20:16:56+00:00,AshleySandiford,look forward match report tomorrow huge game stamford bridg chelsea v leed noth less win potter otherwis think job come sunday morn chelseavle chelsea leed potter grahampott,positive
2023-03-03 16:45:48+00:00,Godfrey_Qariuki,grahampott chelsea dryspel look forward big win tomorrow investor bet win chelsea,positive
2023-03-03 09:21:17+00:00,RPAnalyst,help feel helenthoma grahampott radio talent dispos right mess make risk sound age defect,negative
2023-03-02 12:08:57+00:00,ShoSport,lui enriqu liter wait job need asap otherwis summer lose best player everyon play poor apart co dont know amp stem grahampott stop wast time potterout,negative
2023-03-01 21:21:37+00:00,EstherAkinRN,team call grimsbyfc beat southamptonfc grimsbi club leagu chelsea crown club world cup year ago beat southampton lost tottenham hotspur head hot releas grahampott head coach role,neutral
2023-03-01 15:34:52+00:00,rrrajatgaurnov,chelsea cfc still tri protect grahampott also intern tri understand thing work pressur grow situat chang quickli depend next coupl result via,negative
2023-03-01 15:33:11+00:00,rrrajatgaurnov,chelsea cfc speak peopl hire anoth coach well inform intern situat around grahampott could chang around next two game want see big chang result via,positive
2023-03-01 09:51:12+00:00,iakanbi95,until chelsea get disqualifi dortmund championship leagu boehli know grahampott toddboehli chelseafc,negative
2023-03-01 02:41:01+00:00,RSLDBYN_EVENTS,chelsea v southampton singl pair trio avail purchas drop messag enquiri cfc chesou premierleagu grahampott,neutral
2023-02-28 20:43:58+00:00,cliffsoccerzone,chelsea plan fire graham potter continu give time turn result around via cfc potter grahampott boehli clearlak epl,neutral
2023-02-28 17:13:46+00:00,CSportCF,rival fan excit chelsea cfc safe sinc grahampott charg,positive
2023-02-28 10:06:41+00:00,ShoSport,anytim sack grahampott week wouldv perfect bring elit manag amp there still chanc compet ucl amp board delay inevit sack there noth left play chelseafc cfc,negative
2023-02-28 03:00:30+00:00,fuckoffmerchant,unpopular opinion potter go ride storm prove worth cfc grahampott,positive
2023-02-27 20:21:20+00:00,princeofpvnk,still waitin graham potter sack wan na see charg game pl chelseafc grahampott grahampotterout epl,positive
2023-02-27 17:28:41+00:00,BillyBrownSongs,cfc chelseafc chelsea grahampott potterout fuck chelsea board week releg zone rate gone month ago,negative
2023-02-27 16:57:00+00:00,BilaRidge,chelsea fan season pre season game vs arsen believ keep grahampott pray next season better chelseafc chelsea fan,negative
2023-02-27 16:51:31+00:00,fawwazali92,thing life make sens shit like grahampott compar situat v arteta klopp club either u agre spent,negative
2023-02-27 15:44:51+00:00,ShoSport,hansi flick lui enriqu succeed grahampott thomasfrank good manag amp done well brentford risk stage amp time experi pochettino strong fail horribl psg big game player chelseafc cfc,positive
2023-02-27 12:20:19+00:00,ShifterTickets,chelsea v aston villa singl avail pleas contact enquiri chelsea astonvilla stamfordbridg grahampott chelseaticket,positive
2023-02-27 11:24:59+00:00,NKTB1504,chelseafc grahampott worst manag club recent histori pleas win win win pleas vacat posit,negative
2023-02-27 11:17:12+00:00,TRUTHFULLRIGHT,would chelsea thing win ucl grahampott sack fraud,negative
2023-02-27 11:05:41+00:00,lraulrene,trust procc non sens procc procc suppos someth see thing evolv pitch first week grahampott take manageri cfc,negative
2023-02-27 10:47:21+00:00,KingGomez100,american owner ruin club joke grahampott,positive
2023-02-27 10:43:10+00:00,Yuung_Rico,thought grahampott sack saw trend grahampott saynotolgbtqinkenya,neutral
2023-02-27 10:38:55+00:00,MichaelSaxton,releg form final forc board act grahampott toddboehli,negative
2023-02-27 10:12:15+00:00,Benham_CFC,gp good coach much chelsea baffl ziyech start game nearli door bad manag cfc grahampott,positive
2023-02-27 10:07:51+00:00,JPmoneydntchase,chelseafc best line wont play kepa chilwel badiashil silva jame zakaria fernandez mount felix maduek sterl premierleagu grahampott,negative
2023-02-27 08:55:26+00:00,petpiki,role chelsea player play chelsea fall excel pride player part problem grahampott chelseafc,positive
2023-02-27 07:59:03+00:00,Iwan__Cfc,sleep still absolut noth think take game yesterday chelsea spur anyway move next utc totch grahampott chelsea,negative
2023-02-27 07:54:25+00:00,CFC_kumar,congratul graham potter made middl order releg team score goal win goe big achiev club chelseafc grahampott,positive
2023-02-27 07:18:33+00:00,SK__Sammy,great start day boom realiz grahampott still head coach bad energi potterout,negative
2023-02-27 03:54:33+00:00,VGag77,grahampott decid destroy chelseafc anyhow,positive
2023-02-27 00:18:53+00:00,VGag77,grahampott sack chelseafc final happi,positive
2023-02-26 23:08:58+00:00,peicesofhate,grahampott actual pick new player owner,neutral
2023-02-26 21:08:03+00:00,dejszok,potter tuchel back grahampott thomastuchel chelseafc,negative
2023-02-26 21:07:48+00:00,SOLOOOOOOOOOO,grahampott got ta sort thing late trust run time,negative
2023-02-26 20:51:04+00:00,KashyArnav,sinc th novemb score goal least amount goal score profession english club premier leagu championship leagu leagu period time manchest unit score goal us chetot grahampott,neutral
2023-02-26 19:41:24+00:00,SaiyanGuitarist,mani day today loss spur cfc chelseafc grahampott totch,negative
2023-02-26 19:19:46+00:00,John_Whalley,newsflash graham potter keyboard gobsh probabl never even anfield suggest klopp one want jurgen check fact tri deflect situat onto anoth manag grahampott,negative
2023-02-26 18:55:15+00:00,RolandAtukwatse,celebr manu win carabao think grahampott go life balanc,negative
2023-02-26 18:38:52+00:00,Ilajeboy_,lord manu help chelsea grahampott,positive
2023-02-26 18:36:43+00:00,RealVersatile,right that manutd first trophi year manag long shall longer post chelseafc grahampott gone chelseafcwomen except,positive
2023-02-26 18:22:38+00:00,davekanne,chelseafc graham potter grahampott toddboehli toddboehlyout bringbackromanabramovich chelsea turn circu toddbo,negative
2023-02-26 18:20:10+00:00,GottaBigMouth,graham potter done chelseafc grahampott epl tottenhamvschelsea tottenham,positive
