Date,User,Tweet,sentiment
2023-04-14 19:50:48+00:00,djthemes_cfc,sinc frank want mix vs brighton hope goe lineup ( 4-3-3 ) : kepa jame badiashil silva chilwel kant enzo mount mudryk auba pulis think give us good balanc attack/def # chebha # cfc # chelsea,negative
2023-04-14 19:45:20+00:00,aruhullahi,", team left sari continu sarri ball . think loud . lazio play love footbal . # chelsea",neutral
2023-04-14 19:38:32+00:00,SoulPifije,"# chelsea set hold second meet barcelona midfield gavi , includ footbal 's parent , seek sensat summer deal . [ @ mirrorfootbal ]",positive
2023-04-14 19:32:18+00:00,saidrifi74,sell 3x chelsea vs brighton ticket . pl inbox interest will sell face valu show ticket first need # chelsea # premierleageu # brighton,neutral
2023-04-14 19:17:39+00:00,DanJarvis7,chelsea 750/1 get releg . definit worth £2 bet ! ! # cfc # chelsea,positive
2023-04-14 19:14:19+00:00,AngieChels69,"predict # chelsea xi v brighton : mendi , fofana , silva , badiashil , jim , enzo , kovac , chilwel , sterl , havertz felix . # cfc # chelseafc # blue",neutral
2023-04-14 19:11:18+00:00,Kfastlove,ok back # loveisblind @ loveisblindshow happi # kwame # chelsea said ye . ❤️💓❤️💓,positive
2023-04-14 19:09:24+00:00,TheChelseaSpot,want know 'd like see start tomorrow blue ... 👇 # cfc | # chelsea | # chebri,positive
2023-04-14 19:05:02+00:00,ChelseaHQ_,🚨 # chelsea spoken sport boss rúben amorim . indic amorim favour choic . { via @ jacobsteinberg } # cfc,positive
2023-04-14 19:04:39+00:00,Chels_Express1,"🚨 # chelsea monitor mauricio pochettino , eintracht frankfurt ’ oliv glasner bayer leverkusen ’ xabi alonso manag posit . # cfc via @ jacobsteinberg",neutral
2023-04-14 19:03:42+00:00,ava0182,"spare mhl avail tomorrow , sat next togeth chelsea vs brighton . £55 . pleas rt @ chelsea_spar @ chelseaticket @ chelsearesal @ chelseasparetix @ cfcspare @ cfctickets1905 # cfc # chelsea",positive
2023-04-14 18:59:35+00:00,Rocky_BW,lampard bad give world ’ best 11 turn muppet . british govern realli hit job chelsea . roman tri everyth even start trust save # chelsea said ! give clueless american friend ! ! !,positive
2023-04-14 18:55:19+00:00,AbsoluteChelsea,# chelsea held talk sport boss rúben amorim . indic amorim favour choic . [ via @ jacobsteinberg ],positive
2023-04-14 18:33:18+00:00,Bluespundits,"predict # chelsea xi v brighton : mendi , fofana , silva , badiashil , jame , enzo , kovac , chilwel , sterl , havertz felix . # cfc",negative
2023-04-14 18:29:53+00:00,Mateusz78922,sell ticket chelsea vs brighton . anyon look buy pl dme # chelsea # cfc,neutral
2023-04-14 18:21:43+00:00,Ashley06s,got 4x multipl ticket sale chelsea vs brighton 🎫 afford price kindli dm 📥me get now🇬🇧 # brighton # chelsea # premierleageu,neutral
2023-04-14 17:51:33+00:00,Mohamed75601516,yesterday say never watch anoth # chelsea game season ’ wait brighton game . wtf chang mind🤔🤩,negative
2023-04-14 17:45:01+00:00,MancoGMC,"frank lampard : '' firstli , want win footbal match , # chelsea . 's 's expect . secondli , want part process player get opportun . tomorrow opportun player n't play # ucl last weekend . ''",positive
2023-04-14 17:18:59+00:00,BlueKyp,# lampard 's # chelsea team select tomorrow interest .,positive
2023-04-14 17:16:58+00:00,darrenchan21,favorit femal charact soap opera . # chelsea # gabi # quinn # trina,positive
2023-04-14 16:59:18+00:00,aminebenbrahim3,"🚨 pundit jonathan wilson critic frank lampard 's appoint chelsea 's savior question todd boehli 's decision-mak . 🤔 wilson even suggest jame corden , lampard 's friend , `` director footbal day . '' 😳🤷‍♂️ # chelsea # lampard # boehli",neutral
2023-04-14 16:51:21+00:00,TheOgidiBrown,"frank lampard : '' firstli , want win footbal match , # chelsea . 's 's expect . secondli , want part process player get opportun . tomorrow opportun player n't play # ucl last weekend . ''",positive
2023-04-14 16:49:16+00:00,CemEvents,need last minut chelsea vs brighton ticket pleas get touch 🔵 singl pair still avail # chelsea # cfc # chelseafc # chelseabrighton # chelseaspar # footballticket # cfcspare,negative
2023-04-14 16:46:57+00:00,TheOgidiBrown,"frank lampard : '' brighton fantast model , see good progress . # chelsea 's path differ one . success long time , club differ transit : ownership , player left , player futur . '' via @ absolutechelsea",positive
2023-04-14 16:45:08+00:00,TheOgidiBrown,frank lampard : '' 's import lad focus period . 's import # chelsea player understand expect see desir . '' via @ absolutechelsea,neutral
2023-04-14 16:30:51+00:00,Chels_HQ,manchest citi liverpool readi raid # chelsea defend levi colwil . ( @ standardsport ),positive
2023-04-14 16:28:47+00:00,sakylaanatasha,sell 3x chelsea vs brighton ticket . pl inbox interest will sell face valu show ticket first need # chelsea # premierleageu # brighton,neutral
2023-04-14 16:25:16+00:00,SAMMYCWILLIAMS,"# chelsea set hold second meet barcelona midfield gavi , includ footbal 's parent , seek sensat summer deal . ( @ mirrorfootbal )",positive
2023-04-14 16:11:28+00:00,Mookings1,"frank lampard : '' brighton fantast model , see good progress . # chelsea 's path differ one . success long time , club differ transit : ownership , player left , player futur . ''",positive
2023-04-14 16:05:09+00:00,Chels_HQ,"# chelsea set hold second meet barcelona midfield gavi , includ footbal 's parent , seek sensat summer deal . ( @ mirrorfootbal )",positive
2023-04-14 15:56:31+00:00,PerthDeLaPrem,predict part 2 - mike # avfc😈 2-2 # nufc⬛️⬜️ # chelsea🔵 0-2 # bhafc🕊️ # everton🟦 0-1 # fulhamfc⚫️⚪️ # southampton 🟥⬜️ 1-1 # cpfc🦅 # thfc🐓 2-1 # bournemouth🔴⚫️ # wolves🐺 1-2 # brentford🐝 # mcfc🏙️ 4-0 # lcfc🦊 # whufc⚒️1-2 # afc🔴 # nffc🔴 0-2 # mufc🟥 # lufc⬜️ 1-3 # lfc🔴,negative
2023-04-14 15:53:54+00:00,PerthDeLaPrem,predict part 1 - gareth # avfc😈 2-2 # nufc⬛️⬜️ # chelsea🔵 0-2 # bhafc🕊️ # everton🟦 1-0 # fulhamfc⚫️⚪️ # southampton 🟥⬜️ 1-2 # cpfc🦅 # thfc🐓 3-2 # bournemouth🔴⚫️ # wolves🐺 1-1 # brentford🐝 # mcfc🏙️ 8-0 # lcfc🦊 # whufc⚒️1-2 # afc🔴 # nffc🔴 0-3 # mufc🟥 # lufc⬜️ 1-3 # lfc🔴,negative
2023-04-14 15:48:01+00:00,ShoSport,"hope get # luisenriqu want versatil striker , new gk # oblak would convinc # gavi even ’ come , enriqu get best player like young spain team world cup @ todd_boehli make happen ! # cfc # chelseafc # chelsea",positive
2023-04-14 15:45:37+00:00,Data__Driven,"weakest , disingenu ‘ ’ . # kwame # chelsea # loveisblind4",positive
2023-04-14 15:31:28+00:00,kevyoun98832081,chelsea extend fernandez ’ deal anoth year 😯 jeeeeesaz .. stupid still go strong club see 😂😂 ’ 2032 contract expir … utter mad .. pleas flop 🙏 pleas flop 🙏 pleas flop 🙏 # chelsea # mental # boehlybal,negative
2023-04-14 15:11:43+00:00,allbluenews,"liverpool explor condit sign # chelsea trio mason mount , conor gallagh levi colwil summer . ( @ dmlynch via @ footyinsider247 )",negative
2023-04-14 15:11:11+00:00,Chels_HQ,"liverpool explor condit sign # chelsea trio mason mount , conor gallagh levi colwil summer . ( @ dmlynch via @ footyinsider247 )",negative
2023-04-14 15:09:10+00:00,BigHCarter,"spare mhl avail tomorrow , sat next . meet game . £50 . pleas rt @ chelsea_spar @ chelseaticket @ chelsearesal @ chelseasparetix @ cfcspare @ cfctickets1905 # cfc # chelsea",positive
2023-04-14 14:58:00+00:00,nozzle_mr,"prayer point '' oh lord bless give wisdom gave hakimi , amen # hakimi , # chelsea # lampard # colwel",negative
2023-04-14 14:46:11+00:00,theballandfoot,koulibali badiashil better get start weekend brighton # chelsea,positive
2023-04-14 14:44:14+00:00,BehskK,need logo done footbal relat discuss payment dm . # footbal # logo # workneed # logoneed # chelsea,neutral
2023-04-14 14:04:12+00:00,cheezenewsintl,know ? lui enriqu would want # chelsea consid atletico madrid 's jan oblak land head coach job .,negative
2023-04-14 14:01:05+00:00,LetsGetMessyyy,friendli remind havertz bag goal philip bill season leagu # chelsea # pain,positive
2023-04-14 13:36:55+00:00,Neoprimesports,lui enriqu would want # chelsea consid atletico madrid 's jan oblak land head coach job . thought ? # chelseafc # footbal # premierleagu # uefachampionsleagu # footbal # lampard # chelseafc # franklampard # kepaarrizabalaga # edouardmendi,neutral
2023-04-14 13:19:55+00:00,Muzi4Real,# kwame love # micah # chelsea .. # loveisblinds4,positive
2023-04-14 12:54:24+00:00,MicHaines,hey guy sell ticket chelsea real madrid uefa champion leagu # chelsea # realmadrid # championsleagu # uefachampionsleagu,neutral
2023-04-14 12:53:14+00:00,RgFormular,"frank lampard : '' firstli , want win footbal match , # chelsea . 's 's expect . secondli , want part process player get opportun . tomorrow opportun player n't play # ucl last weekend . ''",positive
2023-04-14 12:52:51+00:00,AbsoluteChelsea,"frank lampard : '' firstli , want win footbal match , # chelsea . 's 's expect . secondli , want part process player get opportun . tomorrow opportun player n't play # ucl last weekend . ''",positive
2023-04-14 12:45:58+00:00,Philipmelo126,"frank lampard : '' brighton fantast model , see good progress . # chelsea 's path differ one . success long time , club differ transit : ownership , player left , player futur . '' # cfc",positive
2023-04-14 12:45:12+00:00,RicMichael,interest insight train today # cobham # chelsea . coach turn cow banjo . cow remain untouch . channel 80/81 .,positive
2023-04-14 12:44:41+00:00,AbsoluteChelsea,"frank lampard : '' brighton fantast model , see good progress . # chelsea 's path differ one . success long time , club differ transit : ownership , player left , player futur . ''",positive
2023-04-14 12:41:15+00:00,Philipmelo126,frank lampard : '' 's import lad focus period . 's import # chelsea player understand expect see desir . '' # cfc,neutral
2023-04-14 12:40:32+00:00,RgFormular,frank lampard : '' 's import lad focus period . 's import # chelsea player understand expect see desir . '' # cfc,neutral
2023-04-14 12:40:14+00:00,allbluenews,frank lampard : '' 's import lad focus period . 's import # chelsea player understand expect see desir . '',neutral
2023-04-14 12:39:59+00:00,AbsoluteChelsea,frank lampard : '' 's import lad focus period . 's import # chelsea player understand expect see desir . '',neutral
2023-04-14 12:37:11+00:00,GamingJay92,mason mount realli type player want @ lfc benefit see come us would english quota honesti . ’ think ’ right fit need . # lfc # liverpool # mount # transfernew # chelsea,positive
2023-04-14 12:29:37+00:00,SAMMYCWILLIAMS,lui enriqu would want # chelsea consid atletico madrid 's jan oblak land head coach job . [ via @ nizaarkinsella ],negative
2023-04-14 12:27:01+00:00,zach23tweet,chelsea need sort mason mount contract asap . ’ actual top 3 player happi argu anyon . # chelsea @ todd_boehli @ paulwinstanley9 @ masonmount,positive
2023-04-14 12:19:14+00:00,BestTicketGuyy,chelsea vs brighton spare ticket sit mhl avail # chelsea # cfc # spareticket,positive
2023-04-14 12:19:13+00:00,CFCH61,"’ stop see contract sign @ masonmount @ todd_boehli - get done ! want repeat kdb , salah , musiala ( list goe ) situat # cfc # chelsea # mount",negative
2023-04-14 12:11:38+00:00,SAMMYCWILLIAMS,"move london interest victor osimhen chanc follow footstep childhood idol , didier drogba , fondli rememb one # chelsea 's all-tim greatest player . ( @ 90min_footbal )",positive
2023-04-14 12:11:09+00:00,324972,break news . # chelsea : emma hay balanc two intern keeper - third way,negative
2023-04-14 12:08:54+00:00,allbluenews,pierre-emerick aubameyang hakim ziyech look certain leav # chelsea summer doubt christian pulis becom bit-part figur . ( @ mirrorfootbal ),negative
2023-04-14 11:57:31+00:00,coast2coast84,"anyon know spare go tomorrow , ’ got day want treat friend game ! # chelsea # spare",positive
2023-04-14 11:50:06+00:00,BlueKyp,understand sourc cobham heat discuss todd frank morn # chelsea club freefal .,neutral
2023-04-14 11:49:29+00:00,osarenmwinda17,"🚨 # chelsea prepar blank chequ gavi . will give everyth make gavi one highest paid player chelsea , also premier leagu . second meet todd boehli expect player 's parent soon . ( via @ manu_sainz )",positive
