Date,User,Tweet,sentiment
2023-04-12 20:46:59+00:00,mark_tp28,lampard effect full flow,positive
2023-04-12 20:43:11+00:00,Dancunofficial,chelsea see problem potter season chelsea lampard,negative
2023-04-12 20:41:50+00:00,NathanW01065971,lampard park bu realmadrid vs chelsea,neutral
2023-04-12 20:40:12+00:00,mrJaymi,first interim manag lose first game first interim manag win ucl lampard iq test result need question,positive
2023-04-12 20:39:19+00:00,magnus_rognlien,lampard vs ancelotti fair duel format team use utterli useless mani top team europ actual play back system championsleagu chelseafc realmadrid footbal,neutral
2023-04-12 20:34:33+00:00,dfb1010,manag ever sack club twice answer postcard pleas lampard chelsea,negative
2023-04-12 20:29:18+00:00,OfficialBripaul,lampard clueless could ever envisag,negative
2023-04-12 20:26:13+00:00,fb_and_others,lampard cfc bad bad possibl escap st leg championsleagu match realmadrid goal would achiev chelseafc,positive
2023-04-12 20:20:33+00:00,Shawnprince84,lampard disast went ahead contract,positive
2023-04-12 20:17:55+00:00,Iledans2,us tactic pass till loos ball bitcoin chelsea realmadrid ucl rmach lampard,neutral
2023-04-12 20:16:10+00:00,PraishC,manag understand cuccurella cant play lcb chelsea lampard,negative
2023-04-12 20:15:02+00:00,Donkeyologist,chelsea perform depress still figur lampard chose loser instead pochettino cont zeidan julian nagelsmann lui enriqu lampardisalos lampard,negative
2023-04-12 20:08:38+00:00,LaurentHodio,rmach lampard leav fofana pitch get nd yellow,negative
2023-04-12 20:06:54+00:00,LaurentHodio,rmach believ eye lampard made chang challeng real stronger agress determin typic lampard go beyond summer chelsea,positive
2023-04-12 20:01:13+00:00,yash211yr,chelsea mismanag take one person pass ball take player complet enzo tri play aggress footbal championsleagu realmadrid chelsea milan napoli benzema vinijr kvaratskhelia osimhen lampard sterl,positive
2023-04-12 19:55:21+00:00,Moffart007,play men lampard must grow ball take sterl felix ucl chelseafc ktbffh,neutral
2023-04-12 19:53:28+00:00,yash211yr,pleas take raheem sterl give effort miss chanc bring mudryk surprisingli well real madrid championsleagu realmadrid chelsea milan napoli enzo benzema vinijr kvaratskhelia osimhen lampard ancelotti bernabeu,negative
2023-04-12 19:35:21+00:00,LucMichael1,outlet link midfield attack wing back know whether sit go tactic work cfc rmach lampard,negative
2023-04-12 19:30:53+00:00,Zaiem30,kepa start xi mendi lampard like start xi team rmach,neutral
2023-04-12 19:29:48+00:00,omarmangeli,somehow inkl lampard turn around chelsea opinion,neutral
2023-04-12 19:09:30+00:00,Muvhitorii,lampard set best first eleven drop havertz overdu realmadridchelsea,positive
2023-04-12 18:56:18+00:00,officialguruboi,lampard select chelsea con still win di match di perfect start dey need deliver madridvschelsea ucl chelseafc lampard,negative
2023-04-12 18:33:37+00:00,fb_and_others,lampard someth felix sterl score cfc championsleagu magic liter figur need newli appoint chelseafc coach,negative
2023-04-12 18:32:00+00:00,90minutesonline,remain final begin champ host champion wait ucl holder welcom uncanni knack overcom odd europ sure lampard tonight,positive
2023-04-12 18:28:16+00:00,rwangd_9,lampard make mistak line rmdche ucl ktbffh c mon,negative
2023-04-12 18:14:23+00:00,ShoSport,regardless win lose draw taken lampard one game drop havertz potter play week week end result hope sterl amp felix step tonight need see mudryk come point rmach championsleagu cfc chelseafc,positive
